Price,Close,High,Low,Open,Volume
Ticker,0700.HK,0700.HK,0700.HK,0700.HK,0700.HK
Date,,,,,
2018-01-01,410.3690490722656,421.876375016108,359.382724417355,359.382724417355,539920190
2018-02-01,382.5744323730469,413.20163778511085,352.3012998855372,412.4934919360022,634177139
2018-03-01,362.5693664550781,420.9911908310548,358.49754268709665,380.62702605729896,969419582
2018-04-01,346.10504150390625,376.732247194396,333.8895694508272,362.5693886902626,510417420
2018-05-01,353.363525390625,375.49301033833814,332.29625923680953,346.1050449506884,592726926
2018-06-01,349.3950500488281,382.93270375097774,331.29535133602417,356.31553086091554,511293770
2018-07-01,315.1476135253906,353.12146900087816,313.5505613582654,349.39506289694356,429674347
2018-08-01,301.6615295410156,333.2472624661778,283.0295001991521,320.1161249708675,707853131
2018-09-01,286.7558898925781,302.54877015014165,270.78557573301134,295.8057531850196,530171757
2018-10-01,236.8930206298828,288.3529218476804,223.05208907519128,286.75589919141925,665191660
2018-11-01,276.81878662109375,284.6264947823406,230.6823319747814,243.99093143928144,678330395
2018-12-01,278.5932922363281,291.36956155434774,263.5102058962643,291.0146643685247,422378911
2019-01-01,306.9849853515625,311.42118558051385,266.5268521870358,278.5932980119515,478561278
2019-02-01,297.9351501464844,313.1956721716267,293.85384671982024,312.30844378950565,279125065
2019-03-01,320.2936096191406,329.34344465409623,295.8057896016688,299.3547324231434,441646070
2019-04-01,344.2490539550781,355.25083789732867,323.66510425688244,326.32681859862345,320401632
2019-05-01,289.24017333984375,350.45971652788324,281.0775675814385,344.249030571285,493940479
2019-06-01,313.771728515625,318.0431685068383,290.10093500421965,293.4824769344204,332725780
2019-07-01,327.6539001464844,336.19675122050796,308.7884312207195,313.77174873930767,258256581
2019-08-01,289.0331115722656,332.6372383076928,277.82062436535773,331.39141621548856,453851342
2019-09-01,293.8384094238281,312.3479224880891,287.78723265786425,291.5247276555499,312864024
2019-10-01,285.47357177734375,297.39796548811785,279.9563387288844,293.8384612458545,360735605
2019-11-01,295.26226806640625,304.3390346114152,282.9819212625002,284.4057347108989,387807636
2019-12-01,334.239013671875,342.9598566916177,289.5670268176696,298.1098784191404,376219991
2020-01-01,331.92529296875,367.5205087583064,329.4336490739753,334.2389749249064,405134725
2020-02-01,343.4937744140625,373.7497233363797,328.8997447524048,336.37473627323004,421134866
2020-03-01,338.3324279785156,362.0032515009833,289.3890350880492,342.24791472844345,832814752
2020-04-01,371.080078125,373.39376030564193,328.8997362516535,341.35807477037935,373755378
2020-05-01,365.20684814453125,397.77644774973874,355.9520903200455,371.08006380647697,501105622
2020-06-01,445.0396728515625,450.75216641513646,374.168934155237,374.34743572831036,500480503
2020-07-01,476.63690185546875,503.41429307672894,445.03964344784333,445.03964344784333,524318072
2020-08-01,473.51287841796875,503.41426702693957,445.75368572358366,478.42204045346307,509004020
2020-09-01,456.5539245605469,495.38110442316616,447.62813676565395,479.76096100792927,363665193
2020-10-01,527.5137939453125,548.043095870917,456.55383353623597,456.55383353623597,308825988
2020-11-01,502.52166748046875,565.0021744269095,491.8107175228385,529.2990276003719,526783006
2020-12-01,505.199462890625,529.2990960235999,463.248283585032,511.4475203026331,407156811
2021-01-01,608.2922973632812,685.0540618214883,497.61257419394434,505.19946734879255,694324406
2021-02-01,591.333251953125,692.1945793936128,591.333251953125,623.0197749140893,433905638
2021-03-01,544.4729614257812,645.3343029718174,525.282490222738,617.6644009490241,612723800
2021-04-01,556.076416015625,587.3166415301258,538.2248416939981,560.0929818251409,630411678
2021-05-01,552.5060424804688,557.8615025034852,505.64567863404346,552.9523406651681,415441199
2021-06-01,522.8076782226562,572.9399253995889,511.6174566496305,554.1403697529248,346985978
2021-07-01,428.8097839355469,535.7884133205487,377.7822962430894,522.8077173896115,902002004
2021-08-01,430.7792663574219,441.3428410382807,369.0091733476311,426.12414179831507,963783341
2021-09-01,413.0539245605469,473.5706889211001,396.76093016317685,434.1810728446971,602296187
2021-10-01,430.6001892089844,461.0376139618348,398.73037984175795,413.05389999228885,352864577
2021-11-01,411.26348876953125,455.666348437238,401.95321030844354,426.4822171665065,548785374
2021-12-01,408.9359130859375,430.6002090463699,384.0488182751207,414.12818530479313,430765730
2022-01-01,434.603759765625,441.2445681184999,376.88707099538294,411.62156212833037,426729425
2022-02-01,388.487060546875,450.09898238174355,382.21518773190485,434.6037532455826,386276811
2022-03-01,345.1373596191406,404.90460266976817,273.93317755821073,388.4870501933308,1001933396
2022-04-01,348.0888366699219,360.6325521000181,299.9429864079484,338.496545341822,417272532
2022-05-01,334.2538146972656,354.9141101391991,304.3701926566601,348.08884904889675,551014903
2022-06-01,328.4942321777344,377.06389528440525,327.93807303666097,335.5386664435028,598157804
2022-07-01,284.3736572265625,331.0895349184575,282.7052394052531,328.49422492587377,426328590
2022-08-01,303.2824401855469,310.14150705606494,266.9478658351657,279.92450378637835,481191446
2022-09-01,246.92678833007812,309.2146258886665,244.33146362654549,303.0970545921897,441040290
2022-10-01,190.5711212158203,261.94258608288914,184.08280216665005,244.70220567767765,696991494
2022-11-01,266.20635986328125,280.6660500238628,192.61031366954384,192.61031366954384,967604725
2022-12-01,309.58538818359375,318.66903207679445,270.2847102215646,276.21688521748064,605188564
2023-01-01,372.994384765625,406.565824194073,304.76548576645104,309.58537211625736,533430738
2023-02-01,335.3241271972656,387.6331346046016,334.54337796280504,376.3125238564968,454580578
2023-03-01,376.5076599121094,388.0234645300405,322.4420229989642,339.03256322972396,577585144
2023-04-01,336.1048278808594,381.58243330548885,324.97941250825517,379.63060500213595,317397609
2023-05-01,303.1189270019531,345.8639528925146,298.6297161619656,336.10481184147,408855321
2023-06-01,325.9150695800781,358.15273576526516,305.86481231883323,307.240804778984,409734819
2023-07-01,348.3241882324219,356.7767565066638,314.5139451298414,326.1116348587494,383661840
2023-08-01,319.42822265625,354.8110411658654,309.0099423184303,349.8967608173077,432675951
2023-09-01,300.9505310058594,329.2567729187301,291.3185238313067,319.4282125330964,306079102
2023-10-01,284.2419738769531,311.7619425236252,277.75511812564616,300.95052626957545,284226746
2023-11-01,321.3939208984375,326.8979206497038,279.5242481403144,283.84880866117163,402587439
2023-12-01,288.5665283203125,320.2144736028036,259.08084824659636,319.2316176003464,511578371
2024-01-01,265.96087646484375,299.7711215525485,255.73917864684773,288.5665675983146,526884856
2024-02-01,272.4477233886719,291.90826220455364,263.40543525528744,265.37114745868513,362490936
2024-03-01,298.5916748046875,304.2922582504783,261.24314255158407,268.3197185551905,476659405
2024-04-01,341.24761962890625,348.7173013303934,292.69450860292886,303.70250794362335,482030561
2024-05-01,353.631591796875,394.1252727116354,339.47847079563365,343.0167585445405,522995241
2024-06-01,369.17730712890625,388.60769808379274,363.42751145252953,363.62576253415523,350611692
2024-07-01,359.06561279296875,393.76273047437434,347.9625230335247,363.8240625450244,383307246
2024-08-01,378.6942443847656,382.2630967176227,345.9798201316314,360.65173163467347,358965261
2024-09-01,440.7525329589844,453.4417524015085,361.8413682445453,376.7115614600746,468957532
2024-10-01,401.0986633300781,478.2253826580861,401.0986633300781,446.10577304923777,544216461
2024-11-01,394.5557861328125,432.22694159272925,388.6077089549309,402.4865557033213,419599253
2024-12-01,416.1671142578125,427.2702035750784,390.98692733679945,394.5557796354552,365496874
